2.5,7.2,19,15,0
2.4,6.6,16,20,0
2.3,7.0,17,12,0
2.3,7.6,18,6,0
2.3,7.8,19,10,0
2.3,8.0,19,7,0
2.4,6.8,17,10,1
2.2,7.5,17,8,1
2.1,8.1,17,7,1
2.2,8.0,18,6,0
2.2,7.9,18,7,0
2.0,9.4,19,8,1
2.2,9.2,20,11,0
2.3,7.9,19,10,0
2.2,8.0,18,6,0
2.4,7.3,18,6,0
2.5,8.7,23,9,0
2.5,8.6,22,9,0
2.6,7.4,20,7,0
