17,13,81,15,1
18,13,73,16,0
20,13,68,11,0
20,16,80,21,0
20,17,85,27,1
20,17,83,15,1
21,16,73,12,0
21,18,87,10,1
22,18,78,11,0
21,16,77,10,1
20,14,70,12,0
21,16,75,10,0
22,15,69,8,0
23,16,67,10,0
22,17,72,11,0
20,18,90,7,1
22,18,78,9,1
22,18,77,9,0
23,16,69,7,0
23,18,76,11,0
21,15,71,22,0
22,18,78,21,0
24,18,71,21,0
25,18,70,16,0
24,16,64,7,0
25,17,65,7,0
25,18,68,7,0
26,17,63,8,0
27,18,63,8,0
28,19,62,8,0
