2.5,8.4,1
2.4,9.1,1
2.5,8.9,1
2.5,8.3,0
2.5,8.5,0
2.5,8.3,1
2.5,8.4,1
2.5,7.7,0
2.4,7.7,0
2.3,8.1,0
2.2,8.8,1
2.3,8.5,0
2.4,7.1,0
2.4,7.1,0
2.4,7.7,0
2.2,8.4,0
2.2,7.9,0
